Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
517.0796463962847,0.03133562550078336,-0.2488382529693419,-13.35670659157766
523.1036645729965,0.0315923077926839,-0.2552653606159034,-13.52801781332974
529.197863030921,0.03157462899698491,-0.2614975613016753,-13.70446184464643
535.3630593758033,0.03107360040492654,-0.2681711903461298,-13.88378783843724
541.6000807385592,0.03116622601860747,-0.2748762221271979,-14.06790369239013
547.9097638862447,0.03111764715353305,-0.2820673608051535,-14.24917691465123
554.2929553343164,0.03128963556284197,-0.2893205522780488,-14.43101105008997
560.7505114602023,0.03133032738440961,-0.2972274905888426,-14.62134281404585
567.2832986181944,0.03165862878983886,-0.3051337769669595,-14.8145087511013
573.8921932556797,0.0310013059000202,-0.3129498158444451,-15.01198566037599
580.5780820307248,0.03118362312208137,-0.3213844845577248,-15.20810631384037
587.341861931033,0.03093814356077295,-0.3296286022329065,-15.40949068863952
594.1844403942833,0.03095389797250523,-0.3386098528824718,-15.61225992810068
601.1067354298754,0.0307393905726911,-0.3480680627033548,-15.82039483577264
608.1096757420886,0.03045156638988075,-0.3563086272330534,-16.03405610835506
615.1942008546806,0.03080592038088314,-0.3666567741875731,-16.24789445082078
622.361261236934,0.03061727852311068,-0.3763508174721074,-16.46599894798212
629.6118184311721,0.03050416547465351,-0.3870469318961889,-16.68895398531896
636.9468451817613,0.0302640532463,-0.3975707216532156,-16.91378745490329
644.3673255656165,0.03034705542963111,-0.4086470879997627,-17.1420366036059
651.8742551242236,0.03061950709959294,-0.420025748612179,-17.37784478889964
659.4686409972066,0.03023843370500758,-0.4317257511378545,-17.61449392759338
667.1515020574427,0.03029647362728479,-0.4437263285901306,-17.85359773164062
674.9238690477586,0.03019370563368661,-0.455718644922548,-18.1025500983561
682.7867847192149,0.02952645336015803,-0.4690000674780046,-18.34927086262594
690.7413039710034,0.03013961566233641,-0.4824812857010619,-18.60352437169065
698.7884939919736,0.02985702370580781,-0.4960199801666904,-18.86283986756705
706.9294344038085,0.03019383117269286,-0.5101564995364229,-19.12965752771734
715.1652174058676,0.02930927212762271,-0.5248528146138907,-19.39348746073915
723.4969479217182,0.02927476911756388,-0.5395100227740284,-19.66957646549038
731.9257437473727,0.02932719183187671,-0.5552761868188809,-19.94906716860277
740.4527357012555,0.02931230997118187,-0.5721123192613473,-20.23469010038668
749.0790677759122,0.0298979706591516,-0.5894057228224493,-20.52229679510447
757.8058972914916,0.0293399926125344,-0.6065838241171849,-20.81731568011721
766.6343950510126,0.02900114196601588,-0.624114297728377,-21.11340069492729
775.5657454974399,0.02928147583980154,-0.6434929950423003,-21.41892573446262
784.6011468725909,0.02883198749569705,-0.6624431956697028,-21.73268585420142
793.7418113778949,0.02874104879827208,-0.6821093257992399,-22.0503768859131
802.9889653370205,0.02850552681249544,-0.7023486449614973,-22.37118293368546
812.3438493604037,0.02869924806085859,-0.7245924219273785,-22.70298630048867
821.807718511689,0.02853690978593588,-0.7467783708360181,-23.03862340730991
831.3818424761091,0.02787623939316043,-0.7698804883957343,-23.38128036037247
841.0675057308298,0.02809278481446661,-0.793882276133318,-23.73456885015901
850.8660077172744,0.02821657126330855,-0.8195410031622481,-24.0903654413277
860.7786630154624,0.02789193825947118,-0.8447003140321727,-24.45962242183641
870.8068015203706,0.02780589500338879,-0.8722682502544774,-24.8305413365079
880.9517686203575,0.02766015200676723,-0.9005628945975029,-25.20979332998378
891.2149253776598,0.0276007170659164,-0.9296337678646244,-25.59707220768341
901.5976487109963,0.02688201044473883,-0.9589963119049359,-25.99345301229431
912.1013315802949,0.02738680764019522,-0.9913861213943654,-26.39842079836261
922.7273831735766,0.02698651929567445,-1.023944182839476,-26.80736432263235
933.4772290960124,0.0263729321107409,-1.05779441709505,-27.23789445541083
944.3523115611832,0.02618150412909616,-1.092854791274847,-27.66732911198931
955.3540895845724,0.02676632424500663,-1.130896234881834,-28.11029795570423
966.4840391793065,0.02685792340035665,-1.169617904333342,-28.56433666030823
977.74365355418,0.02658998447154113,-1.20965377707479,-29.02283455568163
989.1344433139864,0.02586654710119686,-1.251466680883905,-29.49879103273325
1000.657936662183,0.02653399903371552,-1.295781046158032,-29.98167171163384
1012.315679605915,0.02572852505823012,-1.341778707491845,-30.47682582481924
1024.109236163434,0.0256172360339668,-1.389080004289885,-30.98528149815706
1036.040188573925,0.02596863151683832,-1.439807066326572,-31.4987201209366
1048.11013750978,0.02504278290648413,-1.490789568103448,-32.0325045011754
1060.320702291353,0.02498792915464183,-1.54592327370923,-32.57643303650734
1072.673521104206,0.02481157449333773,-1.603722187423921,-33.13187793916819
1085.170251218887,0.02461187712506357,-1.663959672754314,-33.69936972946944
1097.81256921328,0.0245758363782602,-1.727301268340991,-34.28388873028229
1110.602171197526,0.02426047543110588,-1.793184391300846,-34.88692310569274
1123.540773041588,0.02384002880917866,-1.862994342393798,-35.50103005534908
1136.630110605442,0.02406807872098567,-1.935209249085564,-36.12189980559707
1149.871939971972,0.02312130897105705,-2.010891195764645,-36.76884332598902
1163.268037682563,0.02331535391226352,-2.092054663035415,-37.42580626630712
1176.820200975444,0.02300064791869061,-2.176786544644222,-38.10499041606264
1190.530248026812,0.02278279089486841,-2.266003241600767,-38.79974622489782
1204.400018194758,0.02250886758694101,-2.359765188317708,-39.50715680337122
1218.431372266036,0.02227419391533539,-2.458150358746824,-40.23419913148368
1232.626192705712,0.02170121979578944,-2.562303841036666,-40.98546752808493
1246.986383909718,0.02130479914786112,-2.671920586845958,-41.75164573751189
1261.513872460345,0.02176493864921953,-2.789157914216189,-42.53576800916568
1276.210607384719,0.02140970686128812,-2.911878973849735,-43.34231482778318
1291.078560416284,0.02164860209996364,-3.041841686627164,-44.1647326827599
1306.119726259332,0.02090779721556784,-3.17861065254078,-45.00607000063645
1321.336122856614,0.02096046679783415,-3.32542164484504,-45.87977755556603
1336.729791660073,0.02052354115033265,-3.479136424000959,-46.76106487761865
1352.302797904727,0.02087821041912241,-3.6434961071755,-47.66830811854436
1368.05723088574,0.02036427035561581,-3.817959394403582,-48.60416665885103
1383.995204238731,0.02074735500866032,-4.003069493267561,-49.54901584288436
1400.118856223336,0.01964943757009766,-4.19885847931401,-50.52331412484209
1416.430350010083,0.01914706961531789,-4.408948061194712,-51.51679733898827
1432.931873970607,0.01964845828527257,-4.632835881553158,-52.52930614622926
1449.625641971239,0.0192683723921078,-4.870865744284957,-53.57490718123967
1466.51389367003,0.01986573519768709,-5.126281757025868,-54.62867130979984
1483.59889481722,0.0194182507210473,-5.397600005587954,-55.70498539651665
1500.882937559214,0.01973774521157802,-5.691858588141141,-56.79823188566493
1518.368340746104,0.0195536682531314,-6.006245851191512,-57.90307451844443
1536.057450242765,0.01970448080782108,-6.343298353858962,-59.0311231433129
1553.95263924358,0.01904012039783097,-6.705850349042198,-60.15494693707093
1572.056308590833,0.01925382129605539,-7.097803838003715,-61.30798500273853
1590.370887096807,0.01902550265832677,-7.522119197156147,-62.4524956092138
1608.898831869637,0.01888502851145559,-7.979545007267013,-63.5999457164924
1627.642628642959,0.01856555063862777,-8.480606917055107,-64.74032045848259
1646.604792109401,0.0193252617121555,-9.025191889976959,-65.87685673420178
1665.787866257955,0.01942671266065218,-9.622057352156327,-66.98088027196528
